
[Name]
btm_1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], X [ m ], Y [ m ]
-2.87834555e-03, 1.20892655e-03, 1.49999996e-05, -1.99073410e+02, 1.78886557e+00, 5.66891097e-02, -2.87834555e-03, 1.20892655e-03
-2.87814834e-03, 1.29788765e-03, 1.49999996e-05, -2.05076004e+02, 1.66256237e+00, 5.25061674e-02, -2.87814834e-03, 1.29788765e-03
-2.96433526e-03, 1.29893341e-03, 1.49999996e-05, -2.04795273e+02, 1.65737605e+00, 4.92478237e-02, -2.96433526e-03, 1.29893341e-03
-3.05059785e-03, 1.21051748e-03, 1.49999996e-05, -1.99235001e+02, 1.78072739e+00, 4.99036238e-02, -3.05059785e-03, 1.21051748e-03
-3.05011426e-03, 1.29869406e-03, 1.49999996e-05, -2.04551453e+02, 1.65315366e+00, 4.61940989e-02, -3.05011426e-03, 1.29869406e-03
-3.13655403e-03, 1.29799498e-03, 1.49999996e-05, -2.04319992e+02, 1.65023112e+00, 4.33339402e-02, -3.13655403e-03, 1.29799498e-03
-3.13656521e-03, 1.20986381e-03, 1.49999996e-05, -1.99285706e+02, 1.77818036e+00, 4.68156487e-02, -3.13656521e-03, 1.20986381e-03
-3.22263362e-03, 1.29730906e-03, 1.49999996e-05, -2.04114700e+02, 1.64751554e+00, 4.06248309e-02, -3.22263362e-03, 1.29730906e-03
-3.30821611e-03, 1.29705109e-03, 1.49999996e-05, -2.03988602e+02, 1.64386725e+00, 3.80337089e-02, -3.30821611e-03, 1.29705109e-03
-3.30952206e-03, 1.20820280e-03, 1.49999996e-05, -1.99412003e+02, 1.77359009e+00, 4.11116853e-02, -3.30952206e-03, 1.20820280e-03
-3.22327693e-03, 1.20829663e-03, 1.49999996e-05, -1.99315903e+02, 1.77636600e+00, 4.38994728e-02, -3.22327693e-03, 1.20829663e-03
-3.47851077e-03, 1.30094204e-03, 1.49999996e-05, -2.04024475e+02, 1.63225222e+00, 3.31401825e-02, -3.47851077e-03, 1.30094204e-03
-3.47997248e-03, 1.21273508e-03, 1.49999996e-05, -1.99884491e+02, 1.76254094e+00, 3.58519219e-02, -3.47997248e-03, 1.21273508e-03
-3.39549920e-03, 1.20946323e-03, 1.49999996e-05, -1.99611237e+02, 1.76885808e+00, 3.84273827e-02, -3.39549920e-03, 1.20946323e-03
-3.39379208e-03, 1.29864260e-03, 1.49999996e-05, -2.03971100e+02, 1.63872039e+00, 3.55398208e-02, -3.39379208e-03, 1.29864260e-03
-3.64731089e-03, 1.30611064e-03, 1.49999996e-05, -2.04196930e+02, 1.61867619e+00, 2.86499932e-02, -3.64731089e-03, 1.30611064e-03
-3.64777050e-03, 1.21952151e-03, 1.49999996e-05, -2.00462112e+02, 1.74870181e+00, 3.10349669e-02, -3.64777050e-03, 1.21952151e-03
-3.56401922e-03, 1.21603103e-03, 1.49999996e-05, -2.00179916e+02, 1.75555468e+00, 3.33893821e-02, -3.56401922e-03, 1.21603103e-03
-3.56265181e-03, 1.30383787e-03, 1.49999996e-05, -2.04105789e+02, 1.62537360e+00, 3.08424756e-02, -3.56265181e-03, 1.30383787e-03
-3.73211969e-03, 1.22234691e-03, 1.49999996e-05, -2.00706726e+02, 1.74240255e+00, 2.87837926e-02, -3.73211969e-03, 1.22234691e-03
-3.73052759e-03, 1.30896247e-03, 1.49999996e-05, -2.04284882e+02, 1.61236346e+00, 2.65568811e-02, -3.73052759e-03, 1.30896247e-03
-3.81396222e-03, 1.31080684e-03, 1.49999996e-05, -2.04352570e+02, 1.60688984e+00, 2.45591346e-02, -3.81396222e-03, 1.31080684e-03
-3.81564582e-03, 1.22471701e-03, 1.49999996e-05, -2.00900406e+02, 1.73713946e+00, 2.66403835e-02, -3.81564582e-03, 1.22471701e-03
-3.97937326e-03, 1.22531061e-03, 1.49999996e-05, -2.01020966e+02, 1.73368418e+00, 2.26853751e-02, -3.97937326e-03, 1.22531061e-03
-3.89784481e-03, 1.22620969e-03, 1.49999996e-05, -2.01019302e+02, 1.73387182e+00, 2.46103443e-02, -3.89784481e-03, 1.22620969e-03
-3.89726902e-03, 1.31224538e-03, 1.49999996e-05, -2.04387619e+02, 1.60276294e+00, 2.26492137e-02, -3.89726902e-03, 1.31224538e-03
-3.97982309e-03, 1.31271139e-03, 1.49999996e-05, -2.04357880e+02, 1.60110009e+00, 2.08229646e-02, -3.97982309e-03, 1.31271139e-03
-4.06106375e-03, 1.22197752e-03, 1.49999996e-05, -2.00896729e+02, 1.73712182e+00, 2.08467282e-02, -4.06106375e-03, 1.22197752e-03
-4.06217901e-03, 1.31008145e-03, 1.49999996e-05, -2.04230408e+02, 1.60311019e+00, 1.90833081e-02, -4.06217901e-03, 1.31008145e-03
-4.14431281e-03, 1.30545872e-03, 1.49999996e-05, -2.04038101e+02, 1.60841298e+00, 1.74128655e-02, -4.14431281e-03, 1.30545872e-03
-4.14210232e-03, 1.21594744e-03, 1.49999996e-05, -2.00692398e+02, 1.74348819e+00, 1.90660302e-02, -4.14210232e-03, 1.21594744e-03
2.31687189e-03, 9.89958527e-04, 1.49999996e-05, -1.14652527e+03, 2.59607697e+00, -6.87585771e-02, 2.31687189e-03, 9.89958527e-04
2.32350733e-03, 9.12819756e-04, 1.49999996e-05, -1.15854333e+03, 2.60566068e+00, -7.47593343e-02, 2.32350733e-03, 9.12819756e-04
2.40846979e-03, 9.19210783e-04, 1.49999996e-05, -1.14385583e+03, 2.59900093e+00, -7.91945308e-02, 2.40846979e-03, 9.19210783e-04
2.40303832e-03, 9.97600262e-04, 1.49999996e-05, -1.13277856e+03, 2.58839154e+00, -7.31594339e-02, 2.40303832e-03, 9.97600262e-04
2.31354265e-03, 1.23505236e-03, 1.49999996e-05, -1.11031995e+03, 2.48797822e+00, -5.27407192e-02, 2.31354265e-03, 1.23505236e-03
2.31308280e-03, 1.15285662e-03, 1.49999996e-05, -1.12176379e+03, 2.53777456e+00, -5.76290227e-02, 2.31308280e-03, 1.15285662e-03
2.39923364e-03, 1.15891185e-03, 1.49999996e-05, -1.11090027e+03, 2.52907205e+00, -6.18347228e-02, 2.39923364e-03, 1.15891185e-03
2.40005879e-03, 1.24053087e-03, 1.49999996e-05, -1.10096265e+03, 2.47906327e+00, -5.66932745e-02, 2.40005879e-03, 1.24053087e-03
2.16993643e-03, 7.75644730e-04, 1.49999996e-05, -1.20896741e+03, 2.60735655e+00, -7.53872842e-02, 2.16993643e-03, 7.75644730e-04
2.07422464e-03, 7.74666376e-04, 1.49999996e-05, -1.23262903e+03, 2.61620116e+00, -6.76320493e-02, 2.07422464e-03, 7.74666376e-04
2.07052589e-03, 6.85816049e-04, 1.49999996e-05, -1.25351343e+03, 2.59224296e+00, -7.54341260e-02, 2.07052589e-03, 6.85816049e-04
2.14961311e-03, 6.82203914e-04, 1.49999996e-05, -1.23363770e+03, 2.58284068e+00, -8.20631906e-02, 2.14961311e-03, 6.82203914e-04
2.24998803e-03, 7.20456243e-04, 1.49999996e-05, -1.20174695e+03, 2.58935189e+00, -8.49355161e-02, 2.24998803e-03, 7.20456243e-04
2.22989614e-03, 6.57896337e-04, 1.49999996e-05, -1.21966479e+03, 2.56565094e+00, -8.92546698e-02, 2.22989614e-03, 6.57896337e-04
1.98548543e-03, 6.85466744e-04, 1.49999996e-05, -1.27495691e+03, 2.60046768e+00, -6.79073036e-02, 1.98548543e-03, 6.85466744e-04
1.98586681e-03, 7.72411237e-04, 1.49999996e-05, -1.25195300e+03, 2.62375093e+00, -5.96216992e-02, 1.98586681e-03, 7.72411237e-04
1.89925870e-03, 7.73198903e-04, 1.49999996e-05, -1.27125696e+03, 2.63148737e+00, -5.04671633e-02, 1.89925870e-03, 7.73198903e-04
1.90000038e-03, 6.85553416e-04, 1.49999996e-05, -1.29747864e+03, 2.60908151e+00, -5.90550117e-02, 1.90000038e-03, 6.85553416e-04
1.81466702e-03, 6.85840845e-04, 1.49999996e-05, -1.32015906e+03, 2.61818218e+00, -4.87079173e-02, 1.81466702e-03, 6.85840845e-04
1.81380694e-03, 7.73525680e-04, 1.49999996e-05, -1.29012085e+03, 2.63937902e+00, -3.99717577e-02, 1.81380694e-03, 7.73525680e-04
1.72813807e-03, 7.76179368e-04, 1.49999996e-05, -1.30833875e+03, 2.64731073e+00, -2.80310903e-02, 1.72813807e-03, 7.76179368e-04
1.72940292e-03, 6.88087021e-04, 1.49999996e-05, -1.34251355e+03, 2.62765431e+00, -3.67507860e-02, 1.72940292e-03, 6.88087021e-04
1.64314709e-03, 7.77984038e-04, 1.49999996e-05, -1.32563611e+03, 2.65506554e+00, -1.45806987e-02, 1.64314709e-03, 7.77984038e-04
1.55735132e-03, 7.80184462e-04, 1.49999996e-05, -1.34201416e+03, 2.66240358e+00, 4.98158159e-04, 1.55735132e-03, 7.80184462e-04
1.55766576e-03, 6.92471687e-04, 1.49999996e-05, -1.38556348e+03, 2.64663649e+00, -7.51320831e-03, 1.55766576e-03, 6.92471687e-04
1.64408458e-03, 6.90138899e-04, 1.49999996e-05, -1.36428564e+03, 2.63727403e+00, -2.30449848e-02, 1.64408458e-03, 6.90138899e-04
1.38562871e-03, 6.93777984e-04, 1.49999996e-05, -1.42464917e+03, 2.66348076e+00, 2.89928466e-02, 1.38562871e-03, 6.93777984e-04
1.47166708e-03, 6.93529204e-04, 1.49999996e-05, -1.40580627e+03, 2.65544844e+00, 9.84215736e-03, 1.47166708e-03, 6.93529204e-04
1.47139421e-03, 7.81223294e-04, 1.49999996e-05, -1.35706250e+03, 2.66913939e+00, 1.72442812e-02, 1.47139421e-03, 7.81223294e-04
1.38637947e-03, 7.81747163e-04, 1.49999996e-05, -1.37052026e+03, 2.67504311e+00, 3.55458669e-02, 1.38637947e-03, 7.81747163e-04
1.21619226e-03, 6.91346359e-04, 1.49999996e-05, -1.45655103e+03, 2.67657185e+00, 7.27576613e-02, 1.21619226e-03, 6.91346359e-04
1.30131817e-03, 6.92828791e-04, 1.49999996e-05, -1.44167029e+03, 2.67055058e+00, 4.99416776e-02, 1.30131817e-03, 6.92828791e-04
1.30236789e-03, 7.80803326e-04, 1.49999996e-05, -1.38238379e+03, 2.67996430e+00, 5.53273559e-02, 1.30236789e-03, 7.80803326e-04
1.21944572e-03, 7.78559304e-04, 1.49999996e-05, -1.39230981e+03, 2.68385124e+00, 7.66345710e-02, 1.21944572e-03, 7.78559304e-04
1.13630656e-03, 7.75863940e-04, 1.49999996e-05, -1.39927405e+03, 2.68668985e+00, 9.96802449e-02, 1.13630656e-03, 7.75863940e-04
1.05213432e-03, 7.73937558e-04, 1.49999996e-05, -1.40154602e+03, 2.68811178e+00, 1.24652341e-01, 1.05213432e-03, 7.73937558e-04
1.04671752e-03, 6.88026310e-04, 1.49999996e-05, -1.47535083e+03, 2.68485069e+00, 1.24557093e-01, 1.04671752e-03, 6.88026310e-04
1.13181293e-03, 6.89296168e-04, 1.49999996e-05, -1.46842920e+03, 2.68140650e+00, 9.75737795e-02, 1.13181293e-03, 6.89296168e-04
9.66988620e-04, 7.75206950e-04, 1.49999996e-05, -1.39642822e+03, 2.68742537e+00, 1.51421741e-01, 9.66988620e-04, 7.75206950e-04
8.80992913e-04, 7.80264032e-04, 1.49999996e-05, -1.38174329e+03, 2.68339634e+00, 1.79434985e-01, 8.80992913e-04, 7.80264032e-04
8.75560509e-04, 6.93839800e-04, 1.49999996e-05, -1.46423108e+03, 2.68583107e+00, 1.84913948e-01, 8.75560509e-04, 6.93839800e-04
9.61592945e-04, 6.89380686e-04, 1.49999996e-05, -1.47432336e+03, 2.68660259e+00, 1.53735742e-01, 9.61592945e-04, 6.89380686e-04
7.94899766e-04, 7.90294667e-04, 1.49999996e-05, -1.35732239e+03, 2.67566705e+00, 2.08159506e-01, 7.94899766e-04, 7.90294667e-04
7.07766158e-04, 8.00136942e-04, 1.49999996e-05, -1.32440027e+03, 2.66411448e+00, 2.37414777e-01, 7.07766158e-04, 8.00136942e-04
7.01256271e-04, 7.08036299e-04, 1.49999996e-05, -1.41549048e+03, 2.67395115e+00, 2.51198232e-01, 7.01256271e-04, 7.08036299e-04
7.88992329e-04, 7.00324425e-04, 1.49999996e-05, -1.44486719e+03, 2.68175602e+00, 2.17534915e-01, 7.88992329e-04, 7.00324425e-04
6.18771126e-04, 8.06751545e-04, 1.49999996e-05, -1.28416248e+03, 2.64831948e+00, 2.67141730e-01, 6.18771126e-04, 8.06751545e-04
5.27406170e-04, 8.10967933e-04, 1.49999996e-05, -1.23527148e+03, 2.62823534e+00, 2.97129184e-01, 5.27406170e-04, 8.10967933e-04
5.21781272e-04, 7.18097261e-04, 1.49999996e-05, -1.32684375e+03, 2.64375854e+00, 3.20372462e-01, 5.21781272e-04, 7.18097261e-04
6.12435106e-04, 7.13754969e-04, 1.49999996e-05, -1.37654236e+03, 2.66158056e+00, 2.85681367e-01, 6.12435106e-04, 7.13754969e-04
4.31802473e-04, 8.14401836e-04, 1.49999996e-05, -1.17603821e+03, 2.60275412e+00, 3.26517284e-01, 4.31802473e-04, 8.14401836e-04
3.35803314e-04, 8.17439985e-04, 1.49999996e-05, -1.10338831e+03, 2.57192969e+00, 3.53847057e-01, 3.35803314e-04, 8.17439985e-04
3.36370955e-04, 7.23631121e-04, 1.49999996e-05, -1.18851111e+03, 2.59025908e+00, 3.85765076e-01, 3.36370955e-04, 7.23631121e-04
4.29664826e-04, 7.21795310e-04, 1.49999996e-05, -1.26394104e+03, 2.61995769e+00, 3.54199290e-01, 4.29664826e-04, 7.21795310e-04
2.39076355e-04, 8.17960710e-04, 1.49999996e-05, -1.02363519e+03, 2.53761387e+00, 3.77915144e-01, 2.39076355e-04, 8.17960710e-04
1.43760830e-04, 8.15530308e-04, 1.49999996e-05, -9.39242676e+02, 2.50115824e+00, 3.98063242e-01, 1.43760830e-04, 8.15530308e-04
1.53768822e-04, 7.19993550e-04, 1.49999996e-05, -1.01019055e+03, 2.51735640e+00, 4.37081903e-01, 1.53768822e-04, 7.19993550e-04
2.44237715e-04, 7.23498873e-04, 1.49999996e-05, -1.10304968e+03, 2.55565238e+00, 4.13678020e-01, 2.44237715e-04, 7.23498873e-04
-3.71212700e-05, 7.87874276e-04, 1.49999996e-05, -7.65437683e+02, 2.42737651e+00, 4.28386301e-01, -3.71212700e-05, 7.87874276e-04
-2.03260352e-05, 6.94349990e-04, 1.49999996e-05, -8.12382141e+02, 2.43455338e+00, 4.70821649e-01, -2.03260352e-05, 6.94349990e-04
6.60823425e-05, 7.10926717e-04, 1.49999996e-05, -9.12559143e+02, 2.47646999e+00, 4.56129044e-01, 6.60823425e-05, 7.10926717e-04
4.96236826e-05, 8.05741758e-04, 1.49999996e-05, -8.52516479e+02, 2.46338081e+00, 4.14464891e-01, 4.96236826e-05, 8.05741758e-04
-4.68709681e-04, 3.28671886e-04, 1.49999996e-05, -6.49850540e+01, 1.98409593e+00, 4.85628963e-01, -4.68709681e-04, 3.28671886e-04
-5.49594755e-04, 3.35155288e-04, 1.49999996e-05, -1.94371109e+01, 1.98982978e+00, 4.41413701e-01, -5.49594755e-04, 3.35155288e-04
-5.57563908e-04, 2.60814297e-04, 1.49999996e-05, 6.33487091e+01, 1.89476717e+00, 4.33561772e-01, -5.57563908e-04, 2.60814297e-04
-4.74551023e-04, 2.52486701e-04, 1.49999996e-05, 2.88376560e+01, 1.87594068e+00, 4.82440591e-01, -4.74551023e-04, 2.52486701e-04
-4.64699639e-04, 4.02357196e-04, 1.49999996e-05, -1.45616318e+02, 2.07254791e+00, 4.79521692e-01, -4.64699639e-04, 4.02357196e-04
-3.88604793e-04, 3.24241817e-04, 1.49999996e-05, -1.35999741e+02, 1.98831582e+00, 5.35258830e-01, -3.88604793e-04, 3.24241817e-04
-3.86820058e-04, 4.00982361e-04, 1.49999996e-05, -2.19576126e+02, 2.08638287e+00, 5.19836605e-01, -3.86820058e-04, 4.00982361e-04
-4.30687983e-03, 1.20232173e-03, 1.49999996e-05, -2.00231155e+02, 1.75975585e+00, 1.55459046e-02, -4.30687983e-03, 1.20232173e-03
-4.30926727e-03, 1.29332708e-03, 1.49999996e-05, -2.03590668e+02, 1.62477839e+00, 1.41556151e-02, -4.30926727e-03, 1.29332708e-03
-4.39304579e-03, 1.28594122e-03, 1.49999996e-05, -2.03358215e+02, 1.63437247e+00, 1.25334486e-02, -4.39304579e-03, 1.28594122e-03
-4.39000828e-03, 1.19484577e-03, 1.49999996e-05, -2.00012009e+02, 1.76836967e+00, 1.37751522e-02, -4.39000828e-03, 1.19484577e-03
-4.38763900e-03, 1.10499852e-03, 1.49999996e-05, -1.96220718e+02, 1.88534260e+00, 1.48706185e-02, -4.38763900e-03, 1.10499852e-03
-4.30342183e-03, 1.11148809e-03, 1.49999996e-05, -1.96406891e+02, 1.87845325e+00, 1.67859644e-02, -4.30342183e-03, 1.11148809e-03
2.41598417e-03, 7.61853065e-04, 1.49999996e-05, -1.16551868e+03, 2.58692813e+00, -9.12861824e-02, 2.41598417e-03, 7.61853065e-04
2.41473457e-03, 8.40570952e-04, 1.49999996e-05, -1.15467236e+03, 2.59859085e+00, -8.53448361e-02, 2.41473457e-03, 8.40570952e-04
2.33507762e-03, 8.40663153e-04, 1.49999996e-05, -1.16954883e+03, 2.60459089e+00, -8.10268521e-02, 2.33507762e-03, 8.40663153e-04
2.34310399e-03, 7.66804558e-04, 1.49999996e-05, -1.17973340e+03, 2.59421396e+00, -8.68593752e-02, 2.34310399e-03, 7.66804558e-04
2.22705607e-03, 1.14476751e-03, 1.49999996e-05, -1.13256665e+03, 2.54678869e+00, -5.28419912e-02, 2.22705607e-03, 1.14476751e-03
2.22740020e-03, 1.22832542e-03, 1.49999996e-05, -1.11935339e+03, 2.49697804e+00, -4.81701866e-02, 2.22740020e-03, 1.22832542e-03
-3.15870915e-04, 5.55337174e-04, 1.49999996e-05, -4.16368164e+02, 2.24507308e+00, 4.97020125e-01, -3.15870915e-04, 5.55337174e-04
-3.90158559e-04, 5.49816585e-04, 1.49999996e-05, -3.32479370e+02, 2.21555448e+00, 4.74725902e-01, -3.90158559e-04, 5.49816585e-04
-3.87161912e-04, 4.75992711e-04, 1.49999996e-05, -2.84428192e+02, 2.16140199e+00, 4.98766601e-01, -3.87161912e-04, 4.75992711e-04
-3.10919713e-04, 4.78887901e-04, 1.49999996e-05, -3.77678467e+02, 2.19056940e+00, 5.29079854e-01, -3.10919713e-04, 4.78887901e-04
-7.31568376e-04, -1.55030706e-04, 1.49999996e-05, 4.01912750e+02, 1.27960730e+00, 1.92474782e-01, -7.31568376e-04, -1.55030706e-04
-7.26464321e-04, -2.45698582e-04, 1.49999996e-05, 4.37122955e+02, 1.11825979e+00, 1.42708391e-01, -7.26464321e-04, -2.45698582e-04
-6.51098788e-04, -2.38253706e-04, 1.49999996e-05, 4.67103363e+02, 1.08156872e+00, 1.60156950e-01, -6.51098788e-04, -2.38253706e-04
-6.60208520e-04, -1.45109225e-04, 1.49999996e-05, 4.27209778e+02, 1.25205064e+00, 2.17927158e-01, -6.60208520e-04, -1.45109225e-04
-6.40526298e-04, 2.72894191e-04, 1.49999996e-05, 7.95249939e+01, 1.91893792e+00, 3.92234683e-01, -6.40526298e-04, 2.72894191e-04
-6.50275848e-04, 1.96129011e-04, 1.49999996e-05, 1.55134003e+02, 1.81989479e+00, 3.74696851e-01, -6.50275848e-04, 1.96129011e-04
-5.65801631e-04, 1.84060875e-04, 1.49999996e-05, 1.51035385e+02, 1.78306723e+00, 4.16129231e-01, -5.65801631e-04, 1.84060875e-04
-4.33065509e-03, -2.43810980e-04, 1.49999996e-05, -1.33538971e+02, 1.69134271e+00, 8.64044763e-03, -4.33065509e-03, -2.43810980e-04
-4.41341242e-03, -2.44676601e-04, 1.49999996e-05, -1.34042053e+02, 1.69168341e+00, 7.49686547e-03, -4.41341242e-03, -2.44676601e-04
-4.41188412e-03, -3.24310677e-04, 1.49999996e-05, -1.32372330e+02, 1.56569636e+00, 6.83154073e-03, -4.41188412e-03, -3.24310677e-04
-4.32876544e-03, -3.24252149e-04, 1.49999996e-05, -1.31885498e+02, 1.56496453e+00, 7.87473470e-03, -4.32876544e-03, -3.24252149e-04
-4.24557133e-03, -3.23235028e-04, 1.49999996e-05, -1.31364716e+02, 1.56591606e+00, 8.91533867e-03, -4.24557133e-03, -3.23235028e-04
-4.24739253e-03, -2.43138114e-04, 1.49999996e-05, -1.33015106e+02, 1.69247913e+00, 9.79760010e-03, -4.24739253e-03, -2.43138114e-04
-4.33256105e-03, -1.65402293e-04, 1.49999996e-05, -1.35485168e+02, 1.80305326e+00, 9.35677998e-03, -4.33256105e-03, -1.65402293e-04
-4.41500964e-03, -1.64954225e-04, 1.49999996e-05, -1.35998962e+02, 1.80364990e+00, 8.11335165e-03, -4.41500964e-03, -1.64954225e-04
2.27913680e-03, 7.70682935e-04, 1.49999996e-05, -1.18939282e+03, 2.60019612e+00, -8.30595866e-02, 2.27913680e-03, 7.70682935e-04
2.33006431e-03, 6.93049282e-04, 1.49999996e-05, -1.19216675e+03, 2.57424617e+00, -9.15502906e-02, 2.33006431e-03, 6.93049282e-04
-3.26084439e-04, 6.30144670e-04, 1.49999996e-05, -4.39544464e+02, 2.27897525e+00, 4.65730429e-01, -3.26084439e-04, 6.30144670e-04
-2.40871901e-04, 5.64455462e-04, 1.49999996e-05, -5.15182007e+02, 2.28244781e+00, 5.14262974e-01, -2.40871901e-04, 5.64455462e-04
-2.52086436e-04, 6.42138824e-04, 1.49999996e-05, -5.23964355e+02, 2.31273890e+00, 4.77245331e-01, -2.52086436e-04, 6.42138824e-04
-4.07817401e-03, -2.33730520e-04, 1.49999996e-05, -1.31834946e+02, 1.70403862e+00, 1.22307949e-02, -4.07817401e-03, -2.33730520e-04
-4.16279025e-03, -2.39754998e-04, 1.49999996e-05, -1.32453781e+02, 1.69654465e+00, 1.09928772e-02, -4.16279025e-03, -2.39754998e-04
-4.16212156e-03, -3.20433232e-04, 1.49999996e-05, -1.30793411e+02, 1.56937003e+00, 9.97359771e-03, -4.16212156e-03, -3.20433232e-04
-4.07808973e-03, -3.16023448e-04, 1.49999996e-05, -1.30159790e+02, 1.57522500e+00, 1.10508744e-02, -4.07808973e-03, -3.16023448e-04
-3.90958367e-03, -2.20164744e-04, 1.49999996e-05, -1.30221298e+02, 1.71967101e+00, 1.46679552e-02, -3.90958367e-03, -2.20164744e-04
-3.99367465e-03, -2.26120654e-04, 1.49999996e-05, -1.31106964e+02, 1.71304011e+00, 1.34770172e-02, -3.99367465e-03, -2.26120654e-04
-3.99385206e-03, -3.11042269e-04, 1.49999996e-05, -1.29426437e+02, 1.58146250e+00, 1.21088671e-02, -3.99385206e-03, -3.11042269e-04
-3.91010661e-03, -3.08081741e-04, 1.49999996e-05, -1.28573135e+02, 1.58550119e+00, 1.30978264e-02, -3.91010661e-03, -3.08081741e-04
-7.52453459e-04, 4.51923261e-05, 1.49999996e-05, 2.77146637e+02, 1.62729013e+00, 2.83310264e-01, -7.52453459e-04, 4.51923261e-05
-7.60354218e-04, -5.43744354e-05, 1.49999996e-05, 3.43703461e+02, 1.46511483e+00, 2.35668853e-01, -7.60354218e-04, -5.43744354e-05
-6.68835070e-04, -5.30534198e-05, 1.49999996e-05, 3.69485626e+02, 1.41977525e+00, 2.68894941e-01, -6.68835070e-04, -5.30534198e-05
-6.66760257e-04, 3.56916535e-05, 1.49999996e-05, 3.00903046e+02, 1.57166862e+00, 3.12936842e-01, -6.66760257e-04, 3.56916535e-05
-7.35949317e-04, 2.11621911e-04, 1.49999996e-05, 1.50008606e+02, 1.85837841e+00, 3.40073913e-01, -7.35949317e-04, 2.11621911e-04
-7.44498626e-04, 1.36524934e-04, 1.49999996e-05, 2.13109421e+02, 1.75350821e+00, 3.16277057e-01, -7.44498626e-04, 1.36524934e-04
-6.59346231e-04, 1.17228708e-04, 1.49999996e-05, 2.28587601e+02, 1.70486474e+00, 3.48620534e-01, -6.59346231e-04, 1.17228708e-04
8.77173676e-04, 1.17848243e-03, 1.49999996e-05, -1.09162769e+03, 2.50635076e+00, 1.38597220e-01, 8.77173676e-04, 1.17848243e-03
9.69472982e-04, 1.19470491e-03, 1.49999996e-05, -1.10708630e+03, 2.50824785e+00, 1.18207298e-01, 9.69472982e-04, 1.19470491e-03
9.62286780e-04, 1.28615578e-03, 1.49999996e-05, -1.06161218e+03, 2.43015075e+00, 1.07600048e-01, 9.62286780e-04, 1.28615578e-03
8.74489080e-04, 1.27665943e-03, 1.49999996e-05, -1.04322644e+03, 2.42544580e+00, 1.24646984e-01, 8.74489080e-04, 1.27665943e-03
6.90234592e-04, 1.18719554e-03, 1.49999996e-05, -1.03076746e+03, 2.46997118e+00, 1.76048070e-01, 6.90234592e-04, 1.18719554e-03
7.83079071e-04, 1.17751386e-03, 1.49999996e-05, -1.06512695e+03, 2.49317050e+00, 1.58393919e-01, 7.83079071e-04, 1.17751386e-03
7.85162731e-04, 1.27525791e-03, 1.49999996e-05, -1.01840717e+03, 2.41236711e+00, 1.41255021e-01, 7.85162731e-04, 1.27525791e-03
6.96818810e-04, 1.28071604e-03, 1.49999996e-05, -9.87536316e+02, 2.39061570e+00, 1.56250045e-01, 6.96818810e-04, 1.28071604e-03
1.02684229e-04, 1.20436400e-03, 1.49999996e-05, -7.48165710e+02, 2.29979181e+00, 2.63881534e-01, 1.02684229e-04, 1.20436400e-03
1.86367601e-04, 1.21824443e-03, 1.49999996e-05, -7.89422119e+02, 2.31610227e+00, 2.51676232e-01, 1.86367601e-04, 1.21824443e-03
1.84646458e-04, 1.30532705e-03, 1.49999996e-05, -7.61381348e+02, 2.23252273e+00, 2.24204257e-01, 1.84646458e-04, 1.30532705e-03
1.00975587e-04, 1.29629998e-03, 1.49999996e-05, -7.22443970e+02, 2.21461654e+00, 2.34232217e-01, 1.00975587e-04, 1.29629998e-03
1.82358472e-05, 1.19484775e-03, 1.49999996e-05, -7.03159302e+02, 2.27852488e+00, 2.72946179e-01, 1.82358472e-05, 1.19484775e-03
1.66867139e-05, 1.28831528e-03, 1.49999996e-05, -6.81865662e+02, 2.19341898e+00, 2.41934270e-01, 1.66867139e-05, 1.28831528e-03
-5.81080851e-04, 1.22192863e-03, 1.49999996e-05, -4.14979553e+02, 2.06705046e+00, 2.51554757e-01, -5.81080851e-04, 1.22192863e-03
-4.96128632e-04, 1.22348720e-03, 1.49999996e-05, -4.47421997e+02, 2.09072471e+00, 2.58128047e-01, -4.96128632e-04, 1.22348720e-03
-4.94917971e-04, 1.30981510e-03, 1.49999996e-05, -4.52958160e+02, 2.00357604e+00, 2.32097626e-01, -4.94917971e-04, 1.30981510e-03
-5.79426647e-04, 1.30818784e-03, 1.49999996e-05, -4.23099518e+02, 1.97873342e+00, 2.26711616e-01, -5.79426647e-04, 1.30818784e-03
-6.66521606e-04, 1.21981837e-03, 1.49999996e-05, -3.85250244e+02, 2.04576898e+00, 2.44233340e-01, -6.66521606e-04, 1.21981837e-03
-6.65060128e-04, 1.30597095e-03, 1.49999996e-05, -3.95541687e+02, 1.95637798e+00, 2.20682293e-01, -6.65060128e-04, 1.30597095e-03
-4.22398094e-03, 1.20943156e-03, 1.49999996e-05, -2.00464462e+02, 1.75129533e+00, 1.73059441e-02, -4.22398094e-03, 1.20943156e-03
-4.22624825e-03, 1.30002119e-03, 1.49999996e-05, -2.03827011e+02, 1.61588633e+00, 1.57786068e-02, -4.22624825e-03, 1.30002119e-03
2.31372193e-03, 1.07088685e-03, 1.49999996e-05, -1.13405823e+03, 2.57367420e+00, -6.29286319e-02, 2.31372193e-03, 1.07088685e-03
