0,5.233,0
0.04,5.233,8.41E-05
0.08,5.233,0.000168
0.12,5.233,0.000252
0.16,5.233,0.000337
0.2,5.233,0.000421
0.24,5.233,0.000505
0.28,5.233,0.000589
0.32,5.233,0.000673
0.36,5.233,0.000757
0.4,5.233,0.000841
0.44,5.233,0.000925
0.48,5.233,0.00101
0.52,5.233,0.001094
0.56,5.233,0.001178
0.6,5.233,0.001262
0.64,5.233,0.001346
0.68,5.233,0.00143
0.72,5.233,0.001514
0.76,5.233,0.001598
0.8,5.233,0.001683
0.84,5.233,0.001767
0.88,5.233,0.001851
0.92,5.233,0.001935
0.96,5.233,0.002019
1,5.233,0.002103
1.04,5.233,0.002187
1.08,5.233,0.002272
1.12,5.233,0.002356
1.16,5.233,0.00244
1.2,5.233,0.002524
1.24,5.233,0.002608
1.28,5.233,0.002692
1.32,5.233,0.002776
1.36,5.233,0.00286
1.4,5.233,0.002945
1.44,5.233,0.003029
1.48,5.233,0.003113
1.52,5.233,0.003197
1.56,5.233,0.003281
1.6,5.233,0.003365
1.64,5.233,0.003449
1.68,5.233,0.003533
1.72,5.233,0.003618
1.76,5.233,0.003702
1.8,5.233,0.003786
1.84,5.233,0.00387
1.88,5.233,0.003954
1.92,5.233,0.004038
1.96,5.233,0.004122
2,5.233,0.004207
2.04,0,0.004291
2.08,0,0.004375
2.12,0,0.004459
2.16,0,0.004543
2.2,0,0.004627
2.24,0,0.004711
2.28,0,0.004795
2.32,0,0.00488
2.36,0,0.004964
2.4,0,0.005048
2.44,0,0.005132
2.48,0,0.005216
2.52,0,0.0053
2.56,0,0.005384
2.6,0,0.005468
2.64,0,0.005553
2.68,0,0.005637
2.72,0,0.005721
2.76,0,0.005805
2.8,0,0.005889
2.84,0,0.005973
2.88,0,0.006057
2.92,0,0.006142
2.96,0,0.006226
3,0,0.00631
3.04,0,0.006394
3.08,0,0.006478
3.12,0,0.006562
3.16,0,0.006646
3.2,0,0.00673
3.24,0,0.006815
3.28,0,0.006899
3.32,0,0.006983
3.36,0,0.007067
3.4,0,0.007151
3.44,0,0.007235
3.48,0,0.007319
3.52,0,0.007403
3.56,0,0.007488
3.6,0,0.007572
3.64,0,0.007656
3.68,0,0.00774
3.72,0,0.007824
3.76,0,0.007908
3.8,0,0.007992
3.84,0,0.008076
3.88,0,0.008161
3.92,0,0.008245
3.96,0,0.008329
4,0,0.008413
4.04,0,0.008497
4.08,0,0.008581
4.12,0,0.008665
4.16,0,0.00875
4.2,0,0.008834
4.24,0,0.008918
4.28,0,0.009002
4.32,0,0.009086
4.36,0,0.00917
4.4,0,0.009254
4.44,0,0.009338
4.48,0,0.009423
4.52,0,0.009507
4.56,0,0.009591
4.6,0,0.009675
4.64,0,0.009759
4.68,0,0.009843
4.72,0,0.009927
4.76,0,0.010011
4.8,0,0.010096
4.84,0,0.01018
4.88,0,0.010264
4.92,0,0.010348
4.96,0,0.010432
5,0,0.010516
5.04,0,0.0106
5.08,0,0.010685
